day,lang,tweets,authors,originals,rt_tweets,likes,views,retweets,body_nonnull,body_null_or_empty,created_at_null,partial_day
2026-08-23,zh,100471,46459,54084,46387,3580898,421247386,320663,100471,0,0,False
2026-08-23,zxx,928684,537453,301885,626799,54084873,1735364713,5473812,928665,19,0,False
2026-08-24,<ALL>,23808769,3969003,9417821,14390948,893934765,53414546541,108717032,23807319,1450,0,False
2026-08-24,<NULL>,2,2,2,0,147,0,4,2,0,0,False
2026-08-24,am,968,374,525,443,8312,861716,2690,968,0,0,False
2026-08-24,ar,472712,116564,269285,203427,12765929,1868137835,1467544,472679,33,0,False
2026-08-24,art,92007,70544,76070,15937,717089,54590056,63569,92006,1,0,False
2026-08-24,bg,1438,748,1013,425,15457,498168,1015,1438,0,0,False
2026-08-24,bn,2164,771,1373,791,32187,1175449,4077,2164,0,0,False
2026-08-24,bo,28,15,20,8,64,2919,21,28,0,0,False
2026-08-24,ca,65710,29265,17858,47852,1575084,74474758,308122,65710,0,0,False
2026-08-24,ckb,903,330,681,222,7431,364496,408,903,0,0,False
2026-08-24,cs,12940,7002,6132,6808,374819,18055371,30429,12940,0,0,False
2026-08-24,cy,9955,9459,3795,6160,435592,15971484,38810,9955,0,0,False
2026-08-24,da,11889,10138,5002,6887,458805,20037254,42668,11889,0,0,False
2026-08-24,de,103700,38916,38368,65332,3296640,138373118,383543,103687,13,0,False
2026-08-24,dv,1178,274,641,537,3177,652544,2322,1178,0,0,False
2026-08-24,el,30481,5688,10988,19493,306415,15679146,53409,30480,1,0,False
2026-08-24,en,8698173,1829039,2878668,5819505,376132316,20199833089,40592267,8697923,250,0,False
2026-08-24,es,1719798,419651,617973,1101825,68700309,3074425300,8408234,1719751,47,0,False
2026-08-24,et,56309,42923,17381,38928,1984233,70716219,308277,56309,0,0,False
2026-08-24,eu,11598,10484,4883,6715,379778,12854921,33864,11598,0,0,False
2026-08-24,fa,118023,29735,55343,62680,4317598,149098715,229525,117983,40,0,False
2026-08-24,fi,16820,10787,6721,10099,695554,24453125,65327,16820,0,0,False
2026-08-24,fr,443079,137303,167086,275993,14592948,1149260610,1696052,443048,31,0,False
2026-08-24,gu,1337,473,808,529,19563,1545446,4014,1337,0,0,False
2026-08-24,hi,168287,41310,51297,116990,5008879,183766830,1374787,168207,80,0,False
2026-08-24,ht,33856,29259,14965,18891,1283769,55797201,117365,33856,0,0,False
2026-08-24,hu,7055,6157,2972,4083,316795,10935197,23126,7047,8,0,False
2026-08-24,hy,208,68,194,14,337,26475,20,208,0,0,False
2026-08-24,in,472914,171472,217098,255816,17318613,828555313,2934201,472895,19,0,False
2026-08-24,is,2471,2205,1290,1181,64225,3492161,5793,2471,0,0,False
2026-08-24,it,114818,44128,53933,60885,3231322,163535494,311847,114783,35,0,False
2026-08-24,iw,22636,5590,11582,11054,701610,33351844,50379,22636,0,0,False
2026-08-24,ja,5813475,1225633,2920694,2892781,167273623,14907676201,18304192,5813149,326,0,False
2026-08-24,ka,135,110,46,89,1591,34264,266,135,0,0,False
2026-08-24,km,149,69,110,39,1213,70776,77,149,0,0,False
2026-08-24,kn,2118,789,1208,910,36812,1759516,5352,2118,0,0,False
2026-08-24,ko,717186,179030,315811,401375,19978850,1546523970,4423143,717104,82,0,False
2026-08-24,lo,44,39,31,13,963,55940,25,44,0,0,False
2026-08-24,lt,6333,6106,2522,3811,239134,6873608,20928,6332,1,0,False
2026-08-24,lv,6240,3787,2844,3396,159085,9899865,11903,6240,0,0,False
2026-08-24,ml,2496,803,1675,821,37046,2214631,2798,2494,2,0,False
2026-08-24,mr,9426,3115,3190,6236,155523,5434501,38649,9423,3,0,False
2026-08-24,my,3086,671,1410,1676,7946,251917,2821,3086,0,0,False
2026-08-24,ne,4820,1784,2661,2159,40852,2779469,5864,4809,11,0,False
2026-08-24,nl,43647,20649,18372,25275,1051650,65455806,137074,43605,42,0,False
2026-08-24,no,9959,8395,4151,5808,397263,18197803,40591,9959,0,0,False
2026-08-24,or,970,307,637,333,19712,726477,2786,967,3,0,False
2026-08-24,pa,621,234,355,266,6882,283810,2504,621,0,0,False
2026-08-24,pl,104691,28662,34285,70406,3167441,166267295,369141,104660,31,0,False
2026-08-24,ps,5087,1233,3207,1880,64456,4698456,7952,5087,0,0,False
2026-08-24,pt,1110690,276871,467054,643636,53446065,2020072330,5603728,1110678,12,0,False
2026-08-24,qam,18070,11175,8188,9882,24254,3422364,3669,18069,1,0,False
2026-08-24,qct,585,438,459,126,2993,256494,266,585,0,0,False
2026-08-24,qht,29952,22041,21406,8546,198307,10640871,31926,29952,0,0,False
2026-08-24,qme,358248,265255,86654,271594,14226429,428801474,1598140,358224,24,0,False
2026-08-24,qst,47724,40687,41261,6463,420876,32468467,41277,47724,0,0,False
2026-08-24,ro,14196,12252,5030,9166,415127,22220717,45514,14183,13,0,False
2026-08-24,ru,49040,14518,30958,18082,1918724,69039564,115695,48988,52,0,False
2026-08-24,sd,465,266,214,251,1595,44197,422,465,0,0,False
2026-08-24,si,416,103,329,87,2246,120085,205,416,0,0,False
2026-08-24,sl,7973,4346,2908,5065,197031,6399406,23446,7973,0,0,False
2026-08-24,sr,6463,2372,2842,3621,88499,3386934,13732,6463,0,0,False
2026-08-24,sv,19373,9672,8078,11295,641685,41472478,58911,19373,0,0,False
2026-08-24,ta,52005,8796,12509,39496,1362864,56082343,343606,51989,16,0,False
2026-08-24,te,12187,3850,3900,8287,374949,22623253,63495,12157,30,0,False
2026-08-24,th,671919,91624,109069,562850,12897472,716258182,8814886,671776,143,0,False
2026-08-24,tl,150413,86324,60259,90154,4242677,167421789,616533,150413,0,0,False
2026-08-24,tr,487176,119309,236125,251051,30750581,2469330092,1872554,487147,29,0,False
2026-08-24,ug,9,8,9,0,77,2621,18,9,0,0,False
2026-08-24,uk,18755,5955,8480,10275,523666,15293169,51189,18755,0,0,False
2026-08-24,und,244341,177882,83171,161170,8160034,324253990,1139709,244304,37,0,False
2026-08-24,ur,77807,12803,24434,53373,2798684,78093391,804533,77807,0,0,False
2026-08-24,vi,15313,7179,9239,6074,406300,41038703,47489,15302,11,0,False
2026-08-24,zh,99671,45429,56250,43421,3095589,391477552,255509,99671,0,0,False
2026-08-24,zxx,892038,530053,291839,600199,50353002,1584599516,5240805,892015,23,0,False
2026-08-25,<ALL>,21398956,3955211,9150451,12248505,930219090,55405953057,111465923,21329665,69291,0,False
2026-08-25,am,1145,422,623,522,11044,860847,3187,1145,0,0,False
2026-08-25,ar,475702,117417,278997,196705,13798597,1944168838,1728678,471075,4627,0,False
2026-08-25,art,94199,74274,77958,16241,1075455,70229088,111048,94198,1,0,False
2026-08-25,bg,1566,775,1121,445,18749,624555,1657,1566,0,0,False
2026-08-25,bn,1818,695,1323,495,28196,1334852,3881,1785,33,0,False
2026-08-25,bo,8,7,5,3,577,8770,26,8,0,0,False
2026-08-25,ca,55708,26063,16918,38790,1283954,53303661,215179,55360,348,0,False
2026-08-25,ckb,856,336,688,168,9362,453027,603,856,0,0,False
2026-08-25,cs,13173,7318,6352,6821,518812,24922898,43988,13155,18,0,False
2026-08-25,cy,8778,8402,3545,5233,416074,14572004,46087,8778,0,0,False
2026-08-25,da,10531,9026,4626,5905,423150,20685777,36913,10531,0,0,False
2026-08-25,de,97323,37502,39488,57835,3776603,132439994,446028,95966,1357,0,False
2026-08-25,dv,1031,282,473,558,3440,612585,2424,1031,0,0,False
2026-08-25,el,26458,5487,10608,15850,283376,15418024,51621,26320,138,0,False
2026-08-25,en,8060460,1830140,2891914,5168546,413155713,20999510944,43707969,8040200,20260,0,False
2026-08-25,es,1534120,398578,598166,935954,66314075,3091540298,8346171,1526071,8049,0,False
2026-08-25,et,42984,35255,16082,26902,1571687,58685546,242787,42860,124,0,False
2026-08-25,eu,9371,8449,4372,4999,322839,11540776,35530,9371,0,0,False
2026-08-25,fa,104088,27726,52764,51324,3895378,121773011,216455,102538,1550,0,False
2026-08-25,fi,15524,10252,6527,8997,488736,26511611,43775,15524,0,0,False
2026-08-25,fr,400253,125892,167962,232291,14655879,1073153161,1576722,396797,3456,0,False
2026-08-25,gu,1037,362,617,420,13351,1091838,2398,1036,1,0,False
2026-08-25,hi,135948,37775,47487,88461,4796811,192652128,1176372,135210,738,0,False
2026-08-25,ht,29229,24662,14849,14380,945751,46906505,86559,29068,161,0,False
2026-08-25,hu,4926,4299,2393,2533,291964,16777628,21327,4924,2,0,False
2026-08-25,hy,211,69,192,19,653,35931,38,211,0,0,False
2026-08-25,in,406702,154833,201624,205078,17061219,845908834,2700178,404228,2474,0,False
2026-08-25,is,2157,1976,1085,1072,120524,2980584,8597,2157,0,0,False
2026-08-25,it,102688,42757,50700,51988,3231881,161049258,306926,101630,1058,0,False
2026-08-25,iw,22350,5694,12513,9837,762841,36905733,50570,22125,225,0,False
2026-08-25,ja,5161547,1190278,2774326,2387221,168901613,16350178051,17825479,5153819,7728,0,False
2026-08-25,ka,178,158,58,120,2641,62487,556,178,0,0,False
2026-08-25,km,105,53,86,19,1651,78623,109,101,4,0,False
2026-08-25,kn,1978,809,1070,908,41659,1849940,6003,1977,1,0,False
2026-08-25,ko,595337,161174,280383,314954,19530341,1369527395,4392803,593348,1989,0,False
2026-08-25,lo,42,33,32,10,1122,95728,40,42,0,0,False
2026-08-25,lt,5423,5210,2414,3009,193239,5025923,22579,5421,2,0,False
2026-08-25,lv,5554,3333,2697,2857,127170,7136272,12469,5538,16,0,False
2026-08-25,ml,2333,815,1653,680,43298,2269489,3347,2329,4,0,False
2026-08-25,mr,7117,2606,2712,4405,158027,5691676,40185,7025,92,0,False
2026-08-25,my,1943,526,1143,800,6442,260102,1924,1942,1,0,False
2026-08-25,ne,4297,1762,2399,1898,46938,3313317,9326,4293,4,0,False
2026-08-25,nl,39586,19001,18401,21185,877809,59699404,130007,39070,516,0,False
2026-08-25,no,8175,6742,4213,3962,329217,13490596,26733,8146,29,0,False
2026-08-25,or,725,248,519,206,14914,746710,2047,721,4,0,False
2026-08-25,pa,557,224,320,237,8123,342599,2389,557,0,0,False
2026-08-25,pl,92483,28096,34229,58254,3407837,186963944,353368,91599,884,0,False
2026-08-25,ps,4764,1253,3309,1455,74177,5082849,8536,4748,16,0,False
2026-08-25,pt,1008212,264386,453668,554544,52114887,1889004681,5612102,1003076,5136,0,False
2026-08-25,qam,17410,11228,8909,8501,24922,2262375,1574,17407,3,0,False
2026-08-25,qct,613,455,497,116,3413,306597,325,613,0,0,False
2026-08-25,qht,28867,22259,19870,8997,256439,19039683,46634,28867,0,0,False
2026-08-25,qme,307144,236904,84813,222331,14957412,423653185,1636234,306978,166,0,False
2026-08-25,qst,48921,41939,43477,5444,519340,57582088,32926,48839,82,0,False
2026-08-25,ro,12589,10688,5007,7582,520890,20952156,53033,12441,148,0,False
2026-08-25,ru,48306,15727,31025,17281,1673792,70892379,85657,47744,562,0,False
2026-08-25,sd,398,220,212,186,1347,57874,424,398,0,0,False
2026-08-25,si,335,109,258,77,1762,107094,139,335,0,0,False
2026-08-25,sl,7652,3847,3123,4529,180291,5470803,23961,7652,0,0,False
2026-08-25,sr,5765,2180,2898,2867,87202,3526223,13386,5687,78,0,False
2026-08-25,sv,16853,8464,7902,8951,555499,31927338,57147,16662,191,0,False
2026-08-25,ta,42234,8524,10661,31573,1227696,50958107,307770,42219,15,0,False
2026-08-25,te,10837,3439,3717,7120,365785,21349079,67041,10799,38,0,False
2026-08-25,th,518637,84978,97020,421617,14487763,808693810,9616934,517055,1582,0,False
2026-08-25,tl,117101,71439,51367,65734,4171541,190864256,569776,116552,549,0,False
2026-08-25,tr,438669,111894,223740,214929,30004169,2426868541,1924837,435078,3591,0,False
2026-08-25,ug,5,4,4,1,4,422,3,5,0,0,False
2026-08-25,uk,13338,4377,7344,5994,392070,15390732,31555,13304,34,0,False
2026-08-25,und,210132,156003,84785,125347,8652990,334838390,1174399,209721,411,0,False
2026-08-25,ur,62964,11963,21648,41316,2191377,68761081,662921,62490,474,0,False
2026-08-25,vi,12805,5872,8338,4467,385010,36198098,30810,12597,208,0,False
2026-08-25,zh,89786,40385,55234,34552,3062164,403160954,234377,89700,86,0,False
2026-08-25,zxx,786895,487567,282998,503897,51338416,1545613300,5230364,786868,27,0,False
2026-08-26,<ALL>,25180337,4014207,10567169,14613168,974507676,57394216307,114902835,25179757,580,0,False
2026-08-26,<NULL>,1,1,1,0,3,0,1,1,0,0,False
2026-08-26,am,1139,398,568,571,7473,719479,2954,1139,0,0,False
2026-08-26,ar,506121,116106,301127,204994,13528675,1975915909,1533590,506120,1,0,False
2026-08-26,art,111025,82786,92957,18068,1008393,68911919,97903,111025,0,0,False
2026-08-26,bg,1718,817,1161,557,30790,864358,1720,1718,0,0,False
2026-08-26,bn,2183,722,1584,599,26427,3133442,3790,2183,0,0,False
2026-08-26,bo,10,10,5,5,169,2529,4,10,0,0,False
2026-08-26,ca,60020,28884,19067,40953,1305512,76988139,176640,60020,0,0,False
2026-08-26,ckb,1001,316,757,244,9083,381244,697,1001,0,0,False
2026-08-26,cs,16697,9075,7243,9454,586079,23184592,46750,16696,1,0,False
2026-08-26,cy,9704,9207,4401,5303,446555,16075965,35117,9704,0,0,False
2026-08-26,da,12684,10776,5405,7279,637212,46489759,56872,12684,0,0,False
2026-08-26,de,112473,38582,44012,68461,3575402,133265293,439592,112473,0,0,False
2026-08-26,dv,1385,317,771,614,3701,625978,2866,1385,0,0,False
2026-08-26,el,35251,6007,14385,20866,370834,20800961,62146,35248,3,0,False
2026-08-26,en,9273372,1873669,3239218,6034154,413613920,21984211857,42884641,9273267,105,0,False
2026-08-26,es,1858904,435209,713270,1145634,77310053,3273896629,9462340,1858889,15,0,False
2026-08-26,et,53244,40408,20443,32801,1971041,79565595,229225,53244,0,0,False
2026-08-26,eu,13020,11984,5244,7776,422428,13681535,46282,13020,0,0,False
2026-08-26,fa,112207,27595,55088,57119,4213079,123449555,250851,112205,2,0,False
2026-08-26,fi,18184,10955,8189,9995,621025,25822107,47796,18184,0,0,False
2026-08-26,fr,496080,136123,207591,288489,16693027,1276981699,1778958,496078,2,0,False
2026-08-26,gu,1167,392,794,373,13427,882475,3166,1167,0,0,False
2026-08-26,hi,169624,44635,58589,111035,5300026,295701595,1213006,169591,33,0,False
2026-08-26,ht,34736,28871,17786,16950,1033287,46065168,100788,34736,0,0,False
2026-08-26,hu,5566,4746,3005,2561,156497,5057683,13984,5566,0,0,False
2026-08-26,hy,217,68,200,17,618,44568,56,217,0,0,False
2026-08-26,in,478459,169839,236102,242357,18268590,860438059,3086545,478459,0,0,False
2026-08-26,is,2636,2352,1458,1178,57466,2723597,6088,2631,5,0,False
2026-08-26,it,120962,45214,60703,60259,2833097,167433899,266439,120955,7,0,False
2026-08-26,iw,23187,5766,12325,10862,735449,35500950,53712,23187,0,0,False
2026-08-26,ja,6107020,1226091,3199738,2907282,177813963,15337537603,19043783,6106893,127,0,False
2026-08-26,ka,140,121,56,84,2447,48221,559,140,0,0,False
2026-08-26,km,129,56,102,27,1646,140603,92,129,0,0,False
2026-08-26,kn,2778,996,1505,1273,67661,2901379,9246,2778,0,0,False
2026-08-26,ko,723748,168607,346325,377423,20128347,1425170450,4317104,723731,17,0,False
2026-08-26,lo,23,19,19,4,558,32555,30,23,0,0,False
2026-08-26,lt,6911,6656,2972,3939,223064,11195992,21868,6904,7,0,False
2026-08-26,lv,6734,4286,3246,3488,210128,10856408,15939,6731,3,0,False
2026-08-26,ml,4482,1871,2409,2073,117001,3867635,12336,4475,7,0,False
2026-08-26,mr,9284,3079,3515,5769,166638,5966526,42313,9274,10,0,False
2026-08-26,my,2385,550,1172,1213,8356,330850,2375,2380,5,0,False
2026-08-26,ne,10499,4901,4030,6469,317928,90620196,60707,10487,12,0,False
2026-08-26,nl,47132,21042,21192,25940,1041187,51365444,144557,47132,0,0,False
2026-08-26,no,9430,7428,5031,4399,285207,15563766,25572,9430,0,0,False
2026-08-26,or,1060,277,760,300,17166,816133,2222,1060,0,0,False
2026-08-26,pa,731,290,423,308,10966,491827,3954,731,0,0,False
2026-08-26,pl,113037,31397,38747,74290,3187062,177880734,368850,113037,0,0,False
2026-08-26,ps,4177,1144,2910,1267,60636,3863495,7704,4177,0,0,False
2026-08-26,pt,1196749,279252,536070,660679,56817552,2237845038,5689200,1196745,4,0,False
2026-08-26,qam,21117,12832,11218,9899,48668,3053144,3937,21115,2,0,False
2026-08-26,qct,683,520,567,116,3521,334190,311,683,0,0,False
2026-08-26,qht,33958,24108,25419,8539,221223,12355606,29297,33958,0,0,False
2026-08-26,qme,364266,273122,97000,267266,15635410,408693268,1646930,364262,4,0,False
2026-08-26,qst,55136,46026,49227,5909,368547,32306208,26371,55136,0,0,False
2026-08-26,ro,16954,14158,6196,10758,636868,27719046,65429,16951,3,0,False
2026-08-26,ru,55818,15635,36063,19755,1573491,64328066,93039,55812,6,0,False
2026-08-26,sd,372,228,186,186,1384,44331,460,372,0,0,False
2026-08-26,si,417,148,309,108,5919,190759,424,417,0,0,False
2026-08-26,sl,9098,4311,3528,5570,184904,6011433,25705,9098,0,0,False
2026-08-26,sr,6306,2189,3140,3166,94489,3037440,13841,6306,0,0,False
2026-08-26,sv,19652,9331,8632,11020,541438,33629855,53133,19652,0,0,False
2026-08-26,ta,44479,8187,11746,32733,933578,44888289,242670,44455,24,0,False
2026-08-26,te,11854,3496,4261,7593,350563,19090457,61457,11848,6,0,False
2026-08-26,th,699637,89646,135061,564576,15030276,813898368,9956749,699534,103,0,False
2026-08-26,tl,141342,82990,62923,78419,4716407,204096795,578359,141342,0,0,False
2026-08-26,tr,547825,128701,281599,266226,41059814,3003715791,2331361,547806,19,0,False
2026-08-26,ug,5,3,5,0,40,1586,21,5,0,0,False
2026-08-26,uk,16014,4692,8612,7402,449573,15889950,39815,16014,0,0,False
2026-08-26,und,251794,177353,95433,156361,8799140,296287349,1488789,251780,14,0,False
2026-08-26,ur,83463,13414,29520,53943,2483316,76548285,776983,83444,19,0,False
2026-08-26,vi,14612,6833,8891,5721,404623,37122148,46625,14607,5,0,False
2026-08-26,zh,101364,45394,59229,42135,3394608,586581871,309731,101364,0,0,False
2026-08-26,zxx,904745,538990,324733,580012,52313025,1769080679,5438468,904736,9,0,False
2026-08-27,<ALL>,23525021,3986768,10218629,13306392,977206305,57094939859,115096760,23524132,889,0,False
2026-08-27,<NULL>,2,2,2,0,6,0,0,2,0,0,False
2026-08-27,am,1029,386,608,421,7651,574553,2702,1029,0,0,False
2026-08-27,ar,474529,112401,283172,191357,13373293,1921132777,1452969,474523,6,0,False
2026-08-27,art,103174,78464,86840,16334,959441,76608007,79538,103171,3,0,False
2026-08-27,bg,1509,807,1076,433,20608,566130,1572,1509,0,0,False
2026-08-27,bn,1932,669,1431,501,24548,1474042,3134,1932,0,0,False
2026-08-27,bo,26,22,15,11,1305,56228,112,26,0,0,False
2026-08-27,ca,59273,28756,19759,39514,1913006,78304211,255461,59273,0,0,False
2026-08-27,ckb,951,325,752,199,8088,532413,421,951,0,0,False
2026-08-27,cs,15364,7928,7555,7809,521255,26369213,35504,15364,0,0,False
2026-08-27,cy,9964,9460,4208,5756,457769,25460534,42568,9964,0,0,False
2026-08-27,da,12817,10921,5390,7427,573613,24896604,51561,12817,0,0,False
2026-08-27,de,102575,38006,42409,60166,3407995,147240916,412627,102575,0,0,False
2026-08-27,dv,1447,313,743,704,4071,619063,3231,1447,0,0,False
2026-08-27,el,35391,6214,15129,20262,404617,20508139,64295,35386,5,0,False
2026-08-27,en,8515998,1835210,3120092,5395906,408111521,21823916179,42407247,8515798,200,0,False
2026-08-27,es,1866396,442000,733323,1133073,85154484,3332960155,9948162,1866367,29,0,False
2026-08-27,et,47482,38034,18421,29061,1962234,81316915,279744,47476,6,0,False
2026-08-27,eu,11482,10436,5072,6410,480583,20332378,49104,11482,0,0,False
2026-08-27,fa,111962,27797,54744,57218,4662484,135197967,267582,111960,2,0,False
2026-08-27,fi,18135,10817,8134,10001,596160,24157940,49985,18135,0,0,False
2026-08-27,fr,505388,142301,211412,293976,18547354,1273805628,2074667,505370,18,0,False
2026-08-27,gu,1331,396,898,433,17608,1298886,3891,1331,0,0,False
2026-08-27,hi,143814,41126,51524,92290,4799725,240934348,1153687,143771,43,0,False
2026-08-27,ht,35422,30032,17143,18279,1270325,60371099,146941,35422,0,0,False
2026-08-27,hu,5492,4664,3081,2411,263085,11536518,21642,5492,0,0,False
2026-08-27,hy,234,60,219,15,615,41699,51,234,0,0,False
2026-08-27,in,463803,164049,217554,246249,18392421,853208504,3114825,463796,7,0,False
2026-08-27,is,2515,2173,1492,1023,93768,2872851,6337,2510,5,0,False
2026-08-27,it,114545,43607,59434,55111,3391192,176696847,290459,114543,2,0,False
2026-08-27,iw,23814,5697,12971,10843,818638,37122843,61313,23814,0,0,False
2026-08-27,ja,5737486,1213440,3089202,2648284,176533299,15051760340,19068536,5737278,208,0,False
2026-08-27,ka,94,70,53,41,2036,53850,150,94,0,0,False
2026-08-27,km,149,55,121,28,1554,137918,336,148,1,0,False
2026-08-27,kn,2522,945,1280,1242,61084,2646041,8632,2522,0,0,False
2026-08-27,ko,663515,163825,323170,340345,20500967,1453091110,4495307,663507,8,0,False
2026-08-27,lo,33,30,22,11,479,51604,34,33,0,0,False
2026-08-27,lt,6043,5830,2729,3314,252239,9208794,22071,6040,3,0,False
2026-08-27,lv,6577,4232,3360,3217,436921,11967148,22859,6574,3,0,False
2026-08-27,ml,2460,829,1671,789,46025,3642440,3037,2454,6,0,False
2026-08-27,mr,8488,2769,3370,5118,173150,7274729,44117,8474,14,0,False
2026-08-27,my,1396,437,880,516,7380,442434,1654,1391,5,0,False
2026-08-27,ne,8991,4720,3087,5904,238377,33306801,35872,8971,20,0,False
2026-08-27,nl,47330,21367,22092,25238,1191550,59040882,152281,47330,0,0,False
2026-08-27,no,9981,7734,5065,4916,387579,18708113,34293,9981,0,0,False
2026-08-27,or,882,283,638,244,19197,873738,2416,882,0,0,False
2026-08-27,pa,711,314,345,366,11489,454632,3557,711,0,0,False
2026-08-27,pl,106679,31613,41029,65650,3665156,183608384,421428,106679,0,0,False
2026-08-27,ps,3467,992,2378,1089,54554,3297949,6486,3467,0,0,False
2026-08-27,pt,1125337,275007,522047,603290,55655214,2188537924,5491501,1125334,3,0,False
2026-08-27,qam,19555,12187,10516,9039,22889,3309885,2249,19550,5,0,False
2026-08-27,qct,732,562,593,139,4431,372749,411,732,0,0,False
2026-08-27,qht,30532,22119,23064,7468,237921,10934307,34066,30532,0,0,False
2026-08-27,qme,326380,248343,92977,233403,14960147,450761229,1510018,326357,23,0,False
2026-08-27,qst,51291,43447,45934,5357,577762,44891164,35757,51291,0,0,False
2026-08-27,ro,15801,13400,6440,9361,601266,34300360,58490,15793,8,0,False
2026-08-27,ru,51849,15463,33564,18285,1644338,66339158,99039,51842,7,0,False
2026-08-27,sd,326,206,137,189,989,27199,316,326,0,0,False
2026-08-27,si,294,107,229,65,2056,230406,177,294,0,0,False
2026-08-27,sl,8996,4361,3745,5251,234634,8050154,28719,8996,0,0,False
2026-08-27,sr,8195,2882,4016,4179,238889,7453423,21294,8195,0,0,False
2026-08-27,sv,19552,9692,9016,10536,667116,36709202,70178,19552,0,0,False
2026-08-27,ta,39739,7898,11242,28497,1062827,43904995,253293,39719,20,0,False
2026-08-27,te,10673,3320,4080,6593,340549,19738852,56582,10665,8,0,False
2026-08-27,th,587056,86667,123514,463542,14430564,788379267,9860955,586901,155,0,False
2026-08-27,tl,124710,78143,56953,67757,4513438,168235449,616787,124710,0,0,False
2026-08-27,tr,517688,125353,275466,242222,38470741,3058259254,2024949,517671,17,0,False
2026-08-27,ug,9,7,6,3,162,2687,20,9,0,0,False
2026-08-27,uk,15444,4626,8609,6835,532287,20095754,39705,15444,0,0,False
2026-08-27,und,250415,172121,97051,153364,10114831,341717495,1713166,250387,28,0,False
2026-08-27,ur,63870,11583,23497,40373,2020058,64441200,623397,63863,7,0,False
2026-08-27,vi,13190,6574,8016,5174,408369,48217403,53481,13188,2,0,False
2026-08-27,zh,99063,44230,60054,39009,4258480,741134840,318969,99063,0,0,False
2026-08-27,zxx,849724,516025,312768,536956,52383848,1709215009,5578843,849712,12,0,False
2026-08-28,<ALL>,27497512,4147139,11023358,16474154,947978449,54521586876,113674684,27495715,1797,0,False
2026-08-28,<NULL>,1,1,1,0,9,0,1,1,0,0,False
2026-08-28,am,1094,367,578,516,7262,713156,2686,1094,0,0,False
2026-08-28,ar,549615,122625,312906,236709,13476105,1874066797,1556622,549584,31,0,False
2026-08-28,art,115493,85500,95378,20115,984473,75650703,93281,115491,2,0,False
2026-08-28,bg,1676,818,1098,578,22629,737683,1722,1676,0,0,False
2026-08-28,bn,2367,759,1758,609,30922,1647702,4084,2367,0,0,False
2026-08-28,bo,31,29,9,22,402,6995,36,31,0,0,False
2026-08-28,ca,60089,29939,18380,41709,1138461,58648729,152322,60089,0,0,False
2026-08-28,ckb,848,303,625,223,8540,449605,471,848,0,0,False
2026-08-28,cs,15945,8068,7340,8605,482651,22190960,34957,15945,0,0,False
2026-08-28,cy,10490,9819,4361,6129,348334,9460326,32010,10490,0,0,False
2026-08-28,da,16014,13696,6241,9773,727654,91176882,52547,16014,0,0,False
2026-08-28,de,127201,46959,47164,80037,3905259,164062852,472237,127201,0,0,False
2026-08-28,dv,1175,266,559,616,1968,451488,1374,1175,0,0,False
2026-08-28,el,39921,6570,15269,24652,399087,20796472,64925,39916,5,0,False
2026-08-28,en,9926798,1923810,3293817,6632981,396714272,20240479921,41726964,9926314,484,0,False
2026-08-28,es,2000373,456838,712061,1288312,69751430,2935108695,8919295,2000299,74,0,False
2026-08-28,et,56676,44266,19911,36765,1686211,62779420,262983,56669,7,0,False
2026-08-28,eu,14126,12820,5375,8751,485861,14794986,51165,14126,0,0,False
2026-08-28,fa,123918,28685,56500,67418,4220601,129008387,249181,123916,2,0,False
2026-08-28,fi,18856,11417,8421,10435,646906,30370101,46127,18856,0,0,False
2026-08-28,fr,549831,151866,207199,342632,16483682,1135581589,1736818,549811,20,0,False
2026-08-28,gu,1333,407,840,493,15012,987985,2723,1333,0,0,False
2026-08-28,hi,168847,44818,55265,113582,4484052,263079313,1000251,168811,36,0,False
2026-08-28,ht,37393,32096,17865,19528,1015644,44473445,99549,37393,0,0,False
2026-08-28,hu,6659,5799,3212,3447,200366,7426588,18667,6659,0,0,False
2026-08-28,hy,180,53,172,8,572,38865,50,180,0,0,False
2026-08-28,in,519085,183219,247102,271983,17575323,818587098,2829142,519060,25,0,False
2026-08-28,is,3045,2731,1511,1534,78194,2771331,7499,3041,4,0,False
2026-08-28,it,133072,48901,64416,68656,3241270,168352081,300714,133072,0,0,False
2026-08-28,iw,20987,5475,9777,11210,619992,28812430,43192,20987,0,0,False
2026-08-28,ja,6810938,1298370,3468034,3342904,183088811,15501457147,20046242,6810497,441,0,False
2026-08-28,ka,121,102,49,72,2573,43172,373,121,0,0,False
2026-08-28,km,188,56,146,42,3213,190708,318,187,1,0,False
2026-08-28,kn,3358,1143,1752,1606,83995,3327886,10983,3358,0,0,False
2026-08-28,ko,798241,181464,361120,437121,21362430,1457000771,4627568,798172,69,0,False
2026-08-28,lo,33,29,20,13,902,47634,24,33,0,0,False
2026-08-28,lt,6519,6275,2884,3635,231084,6542425,22528,6517,2,0,False
2026-08-28,lv,7934,5345,3391,4543,140192,5586154,14850,7933,1,0,False
2026-08-28,ml,3106,962,1968,1138,62455,3863131,5602,3103,3,0,False
2026-08-28,mr,10263,3336,3575,6688,203116,7163692,47000,10236,27,0,False
2026-08-28,my,2146,548,1104,1042,7411,295847,2261,2146,0,0,False
2026-08-28,ne,8649,3593,3616,5033,117266,10257698,20693,8633,16,0,False
